# OUT-OF-CORPUS QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.666152
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions out-of-corpus: 3010
#
# Format: qid, question, official_answer
#====================================================================

891, Where did one of Triton's daughters decide she wanted to hang out and stay?, coast of Denmark
901, What is Warsaw's economy characterized by?, wide variety of industries
908, Why did Warsaw gain the title of the "Phoenix City"?, survived many wars  conflicts and invasions
913, What is a quarter of Warsaw filled with?, luxurious parks and royal gardens
915, What does Warszawa mean in Polish?, belonging to Warsz
920, Who was Boleslaw II of Masovia?, The Prince of Płock
934, How long was Warsaw occupied by Germany?, from 4 August 1915 until November 1918
935, What did Article 12 of the Allied Armistice terms require Germany to withdraw from?, areas controlled by Russia in 1914
948, What is the estimated death toll for Polish civilians? , between 150 000 and 200 000
949, What campaign did the Communist regime initiate after WWII?, "Bricks for Warsaw"
951, What were the structures built by the Soviets typical of?, an Eastern Bloc city
955, What did John Paul II's visits in 1979 and 1983 encourage?, growing anti-communist fervor
956, How long had John Paul II been the pope in 1979?, less than a year
958, What did the Polish citizens understand the subtext of John Paul II's words to be?, incentive for the democratic changes
960, How many miles east of Berlin is Warsaw?, 325
972, Where can Aeolian sand with a number of dunes be found?, plain Vistula terraces
977, What building from the 19th century was destroyed between the 1950s and 1960s?, Leopold Kronenberg Palace
978, What style were the mass constructed residential blocks designed in?, typical of Eastern bloc countries
983, What is the Royal Castle the most interesting example of?, mannerist architecture
985, When did building activity occur on St. Kazimierz Church?, 1688–1692
988, When was the Palace on the Water rebuilt?, 1775–1795
990, Why aren't the examples of bouregois architecture visible today?, not restored by the communist authorities
992, What building is the most interesting of the late 19th-century architecture?, Warsaw University of Technology building
1000, Where is a palm house with subtropic plants from all over the world on display?, New Orangery
1001, Where was the first horse racetrack located?, Pole Mokotowskie
1002, What park is close to John Lennon street?, Park Ujazdowski
1010, What had the number of people living in Warsaw declined to by 1945?, 420 000
1013, What are there no longer limitations on since 1990?, residency registration
1015, What was Warsaw's population in 1901?, 711 988
1016, Of Warsaw's inhabitants in 1901  what percentage was Catholic?, 56.2%
1017, What percentage of Warsaw's population was Protestant in 1901?, 2.8%
1020, What is the second level of territorial division in Poland?, counties or powiats
1021, In what districts are the registration numbers for cars all of the same type?, Kraków
1022, Who in Warsaw has the power of legislative action?, Warsaw City Council
1023, How many members are on the Warsaw City Counil?, 60
1036, What was the total nominal GDP of Warsaw in 2010?, 191.766 billion PLN
1040, How many companies were listed on the WSE on August 2009?, 374
1045, Who bought the factory in 2005?, AvtoZAZ
1046, What did the license to build this type of car expire in 2011?, Chevrolet Aveo
1050, How many people live in the greater metropolitan area?, 2.666 million residents
1055, How many residents does the greater metropolitan area have?, 2.666 million
1059, From which countries did the Norse originate?, Denmark  Iceland and Norway
1069, What river originally bounded the Duchy, Seine
1073, What was one of the Norman's major exports?, fighting horsemen
1081, Where was William Iron Arm's castle located?, Squillace
1082, What is another name for the Tabula Rogeriana?, Kitab Rudjdjar
1084, What kind of bureaucracy did the Normans institute?, meritocratic
1086, When did Herve serve as a Byzantine general?, 1050s
1087, When did Robert Crispin go up against the Turks?, 1060s
1089, What was the name of the Norman castle?, Afranji
1090, Who was the leader when the Franks entered the Euphrates valley?, Oursel
1092, What were the origins of the Raouliii family?, Norman mercenary
1097, Who was Robert's son?, Bohemond
1100, What was the naval base called?, Dyrrachium
1117, Who was Margaret's brother?, Edgar
1118, Who was Margaret's husband?, King Malcolm III of Scotland
1120, Who was the hostage?, Duncan
1121, Who did Alexander I marry?, Sybilla of Normandy
1124, Who was Ralph in charge of being at war with?, the Welsh
1132, How long did Western Europe control Cyprus?, 380 years
1141, What was the wedding date?, 12 May 1191
1142, What kind of coronation happened?, double coronation
1147, Who bought the rights?, Enrique Pérez de Guzmán
1148, Who sold the rights?, Maciot de Bethencourt
1156, When did the church reform begin?, early 11th century
1165, Where did the monks flee to?, southern Italy
1167, Who patronized the monks in Italy? , Robert Guiscard
1192, Where was his unfinished project called?, Wardenclyffe Tower project
1201, Other than his scientific achievements what was Tesla famous for?, showmanship
1216, What happened to Dane?, killed in a horse-riding accident
1217, Where did the family move in 1862?, Gospić  Austrian Empire
1236, How long was he in bed from cholera?, nine months
1241, What did Tesla explore in Tominaj?, the mountains
1249, What school did he enroll in during 1875?, Austrian Polytechnic
1259, Why did Tesla sever ties with his family?, to hide the fact that he dropped out of school
1264, What secret did he sever family ties to keep hidden?, that he dropped out of school
1268, Why was Tesla returned to Gospic?, not having a residence permit
1273, Why did the police bring Tesla back to Gospic?, for not having a residence permit.
1278, Why was he unable to enroll at the university? , arrived too late
1284, Who gave Tesla money to go to Prague?, two of Tesla's uncles
1314, What was produced at tesla's company? , dynamo electric machine commutators
1317, What was the name of the company the businessmen financed? , Tesla Electric Light & Manufacturing
1320, What did Tesla's investors do to him?, forced Tesla out
1322, what did he do for $2 a day?, ditch digger
1326, What else did Tesla do for work at this time?, various electrical repair jobs
1327, Who was Alfred S brown?, a Western Union superintendent
1329, Where would profits go in this new company?, ⅓ to Tesla  ⅓ to Peck and Brown  and ⅓ to fund development
1332, What was Brown's job?, Western Union superintendent
1342, Why was AC electricity gaining popularity?, because of its advantages in long-distance  high-voltage transmission
1350, Who edited Electrical World magazine?, Thomas Commerford Martin
1369, Who was the War of Currents waged between? , Thomas Edison and George Westinghouse
1370, What did the war first start out as being between?, lighting systems
1371, What did Edison Machine Works persue in 1890?, AC development
1376, What caused the delay during the development of the AC motor., financial strain
1382, What was it called when Tesla lit a wireless gas-discharge lamp using a high-frequency  high-voltage alternating current?, Tesla Polyphase System
1392, Who was the head of the company?, Richard Dean Adams
1393, When did Richard Dean Adams make his inquiry?, 1893
1395, What was the advantage of the two-phased system , most reliable
1415, How long did Tesla hold this position?, 1892 to 1894
1417, Why did Tesla begin investigating invisible energy?, he had noticed damaged film in his laboratory in previous experiments
1438, where do plasma waves occur? , force-free magnetic fields
1443, Which engineer made the induction motor more efficient?, Benjamin Lamme
1456, What was the boat called?, teleautomaton
1457, Where was the boat demonstration given?, Madison Square Garden
1458, What was the occasion for the boat demonstration?, an electrical exhibition
1459, What type of animal did onlookers claim was piloting the boat?, monkey
1466,  Where did he claim he would transport energy to?, Paris
1468, What was the recorded length of the first spark?, five inches
1471, What was Tesla's idea regarding Earth?, that the earth had a resonant frequency.
1473, How big were his artificial bolts?, 135 feet
1475, What happened to nearby light bulbs?, glowed even when turned off
1476, What was notable about the butterflies?, Butterflies were electrified
1478, What happened to the dynamos in the power station?, repeatedly burned out
1479, What caused the dynamos to be burnt out?, powerful high frequency currents
1484, What is another possible explanation for the source of the signals?, intercepted Marconi's European experiments
1485, When did Marconi transmit similar signals to those Tesla received?, July 1899
1489, When did Astor provide the money?, 1899
1492, When was his lab destroyed?, 1904
1493, What happened to the things inside the lab after it was torn down?, sold
1499, How did Morgan react to the request?, shocked
1502, What happened in 1901?, Marconi successfully transmitted the letter S from England to Newfoundland
1503, How tall was the tower's ultimate height?, 187 feet
